target,number,date_start,date_end,body,targets,runtime,initial_size,final_size,inline_failure,truncated,total_line_reduction,success,duration
ci-bedrock2,13107,2021-07-02 02:07:44,2021-07-02 02:22:08,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/deps/coqutil/src/coqutil/Map/Properties.v (from ci-bedrock2) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/deps/coqutil/src/coqutil"" ""coqutil"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""Properties"" ""-async-proofs-tac-j"" ""1"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 1465 lines to 28 lines, then from 64 lines to 204 lines, then from 208 lines to 73 lines, then from 94 lines to 184 lines, then from 187 lines to 73 lines, then from 86 lines to 244 lines, then from 248 lines to 133 lines, then from 137 lines to 133 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.12.0\n   coqtop version 8.15+alpha *)\nRequire coqutil.Datatypes.PrimitivePair.\nModule Export coqutil_DOT_Datatypes_DOT_HList_MANGLED.\nModule Export HList.\nImport coqutil.Datatypes.PrimitivePair.\nImport pair.\nLocal Set Universe Polymorphism.\n\nModule Import polymorphic_list.\n  Inductive list {A : Type} : Type := nil | cons (_:A) (_:list).",,,1465.0,133.0,False,False,1417.0,True,864.0
ci-coq_performance_tests,13107,2021-07-03 02:20:06,2021-07-03 02:28:22,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/coq_performance_tests/PerformanceExperiments/rewrite_lift_lets_map.v (from ci-coq_performance_tests) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-notation-overridden,-undeclared-scope"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/coq_performance_tests/PerformanceExperiments"" ""CoqPerformanceTests.PerformanceExperiments"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/coq_performance_tests/PerformanceExperiments"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/coq_performance_tests/PerformanceExperiments/Reify"" ""-top"" ""rewrite_lift_lets_map"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 409 lines to 17 lines, then from 31 lines to 70 lines, then from 74 lines to 21 lines, then from 25 lines to 21 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.05.0\n   coqtop version 8.15+alpha *)\nRequire Coq.ZArith.ZArith.\n\nReserved Notation ""'dlet' x .. y := v 'in' f""\n         (at level 200, x binder, y binder, f at level 200, format ""'dlet'  x .. y  :=  v  'in' '//' f"").\nDefinition Let_In {A P} (x : A) (f : forall a : A, P a) : P x := let y := x in f y.\nNotation ""'dlet' x .. y := v 'in' f"" := (Let_In v (fun x => .. (fun y => f) .. )).\n\nImport Coq.ZArith.ZArith.\nImport Coq.Lists.List.",,,409.0,21.0,False,False,410.0,True,496.0
ci-argosy,14598,2021-07-05 07:47:59,2021-07-05 07:57:27,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/argosy/src/Spec/Proc.v (from ci-argosy) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/argosy/src"" ""RecoveryRefinement"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/argosy/vendor/classes/src"" ""Classes"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/argosy/vendor/array/src"" ""Array"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/argosy/vendor/tactical/src"" ""Tactical"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""Proc"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 140 lines to 37 lines, then from 60 lines to 1007 lines, then from 1010 lines to 51 lines, then from 55 lines to 50 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.05.0\n   coqtop version 8.15+alpha *)\nSet Implicit Arguments.\n\n  Definition relation A B T := A -> B -> T -> Prop.\n\n  Definition and_then {A B C} {T1 T2}\n             (r1: relation A B T1)\n             (r2: T1 -> relation B C T2) :\n    relation A C T2 :=\n    fun x z o2 => exists o1 y, r1 x y o1 /\ (r2 o1) y z o2.",,,140.0,50.0,False,False,120.0,True,568.0
ci-compcert,14598,2021-07-05 10:25:27,2021-07-05 10:41:26,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/compcert/common/Unityping.v (from ci-compcert) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* *********************************************************************)\n(*                                                                     *)\n(*              The Compcert verified compiler                         *)\n(*                                                                     *)\n(*          Xavier Leroy, INRIA Paris-Rocquencourt                     *)\n(*                                                                     *)\n(*  Copyright Institut National de Recherche en Informatique et en     *)\n(*  Automatique.  All rights reserved.  This file is distributed       *)\n(*  under the terms of the GNU Lesser General Public License as        *)\n(*  published by the Free Software Foundation, either version 2.1 of   *)\n(*  the License, or  (at your option) any later version.               *)\n(*  This file is also distributed under the terms of the               *)\n(*  INRIA Non-Commercial License Agreement.                            *)",,,,,False,False,,False,959.0
ci-vst,14612,2021-07-07 22:08:10,2021-07-07 22:23:47,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/lib/Coqlib.v (from ci-vst) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/lib"" ""compcert.lib"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/common"" ""compcert.common"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/x86_32"" ""compcert.x86_32"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/x86"" ""compcert.x86"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/cfrontend"" ""compcert.cfrontend"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/exportclight"" ""compcert.exportclight"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Flocq"" ""Flocq"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""Coqlib"" ""-native-compiler"" ""no"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 1332 lines to 13 lines, then from 17 lines to 13 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.12.0\n   coqtop version 8.15+alpha *)\nRequire Coq.ZArith.ZArith.\nExport Coq.ZArith.ZArith.\n\nDefinition Plt: positive -> positive -> Prop := Pos.lt.\n\nDefinition plt (x y: positive) : {Plt x y} + {~ Plt x y}.\nProof.\n  unfold Plt, Pos.lt; intros.\ndestruct (Pos.compare x y).",,,1332.0,13.0,False,False,1323.0,True,937.0
ci-quickchick,14612,2021-07-07 22:08:10,2021-07-07 22:14:38,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/ext_lib/theories/Data/String.v (from ci-quickchick) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/ext_lib/theories"" ""ExtLib"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""String"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 195 lines to 18 lines, then from 22 lines to 18 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.12.0\n   coqtop version 8.15+alpha *)\nRequire Coq.Strings.String.\nImport Coq.Arith.Arith.\n\n  Lemma _xxx : forall m n,\n                 1 < m -> ~ n < m -> 0 < n.\n  Proof.\n    destruct n; destruct m; intros.\n    inversion H.\nexfalso.",,,195.0,18.0,False,False,181.0,True,388.0
ci-perennial,14612,2021-07-07 22:08:10,2021-07-07 22:28:18,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/stdpp/theories/option.v (from ci-perennial) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-w"" ""-ssr-search-moved"" ""-w"" ""-deprecated-hint-without-locality"" ""-w"" ""-deprecated-instance-without-locality"" ""-w"" ""-deprecated-hint-rewrite-without-locality"" ""-w"" ""+deprecated-tactic-notation"" ""-w"" ""-notation-overridden,-redundant-canonical-projection"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/src"" ""Perennial"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/stdpp/theories"" ""stdpp"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/iris/iris"" ""iris"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/iris/iris_deprecated"" ""iris.deprecated"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/iris/iris_staging"" ""iris.staging"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/iris/iris_heap_lang"" ""iris.heap_lang"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/coqutil/src/coqutil"" ""coqutil"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/Goose"" ""Goose"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/record-update/src"" ""RecordUpdate"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/coq-tactical/src"" ""Tactical"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/iris-named-props/src"" ""iris_named_props"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""option"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 465 lines to 9 lines, then from 35 lines to 695 lines, then from 697 lines to 8 lines, then from 33 lines to 284 lines, then from 288 lines to 9 lines, then from 32 lines to 88 lines, then from 92 lines to 9 lines, then from 31 lines to 1455 lines, then from 1455 lines to 8 lines, then from 12 lines to 8 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.12.0\n   coqtop version 8.15+alpha *)\nRequire Coq.Unicode.Utf8.\nExport Coq.Unicode.Utf8.\n\nLemma None_ne_Some {A} (x : A) : None ≠ Some x.\nProof.\ncongruence.\n\nIntermediate Coq File (useful for debugging if minimization did not go as far as you wanted)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-w"" ""-ssr-search-moved"" ""-w"" ""-deprecated-hint-without-locality"" ""-w"" ""-deprecated-instance-without-locality"" ""-w"" ""-deprecated-hint-rewrite-without-locality"" ""-w"" ""+deprecated-tactic-notation"" ""-w"" ""-notation-overridden,-redundant-canonical-projection"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/src"" ""Perennial"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/stdpp/theories"" ""stdpp"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/iris/iris"" ""iris"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/iris/iris_deprecated"" ""iris.deprecated"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/iris/iris_staging"" ""iris.staging"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/iris/iris_heap_lang"" ""iris.heap_lang"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/coqutil/src/coqutil"" ""coqutil"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/Goose"" ""Goose"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/record-update/src"" ""RecordUpdate"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/coq-tactical/src"" ""Tactical"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/perennial/external/iris-named-props/src"" ""iris_named_props"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""option"" ""-native-compiler"" ""ondemand"") -*- *)",,,465.0,8.0,False,False,567.0,True,1208.0
ci-metacoq,14612,2021-07-07 22:08:10,2021-07-07 22:14:20,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/metacoq/template-coq/theories/utils/MCList.v (from ci-metacoq) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/metacoq/template-coq/theories"" ""MetaCoq.Template"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Equations"" ""Equations"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/metacoq/template-coq/src"" ""-top"" ""MCList"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 1124 lines to 10 lines, then from 14 lines to 10 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.05.0\n   coqtop version 8.15+alpha *)\nRequire Coq.Lists.SetoidList.\nImport Coq.Lists.SetoidList.\n\nExport ListNotations.\n\nLemma map_nil {A B} (f : A -> B) (l : list A) : l <> [] -> map f l <> [].\nProof.\ninduction l; simpl; congruence.\n",,,1124.0,10.0,False,False,1118.0,True,370.0
ci-math_classes,14612,2021-07-07 22:08:10,2021-07-07 22:16:16,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/math_classes/misc/util.v (from ci-math_classes) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/math_classes"" ""MathClasses"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Bignums"" ""Bignums"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""util"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 101 lines to 9 lines, then from 29 lines to 433 lines, then from 437 lines to 17 lines, then from 21 lines to 17 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.12.0\n   coqtop version 8.15+alpha *)\nRequire Coq.Setoids.Setoid.\nRequire Coq.Unicode.Utf8.\nGlobal Generalizable All Variables.\nExport Coq.Setoids.Setoid.\nExport Coq.Unicode.Utf8.\nNotation ""(=)"" := equiv (only parsing) : mc_scope.\nGlobal Open Scope mc_scope.\n\nInfix ""≡"" := eq (at level 70, no associativity) : mc_scope.",,,101.0,17.0,False,False,112.0,True,486.0
ci-iris,14612,2021-07-07 22:08:10,2021-07-07 22:32:56,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/stdpp/theories/option.v (from ci-iris) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-hint-rewrite-without-locality"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/stdpp/theories"" ""stdpp"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""option"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 465 lines to 9 lines, then from 35 lines to 695 lines, then from 697 lines to 8 lines, then from 33 lines to 284 lines, then from 288 lines to 9 lines, then from 32 lines to 88 lines, then from 92 lines to 9 lines, then from 31 lines to 1455 lines, then from 1455 lines to 8 lines, then from 12 lines to 8 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.12.0\n   coqtop version 8.15+alpha *)\nRequire Coq.Unicode.Utf8.\nExport Coq.Unicode.Utf8.\n\nLemma None_ne_Some {A} (x : A) : None ≠ Some x.\nProof.\ncongruence.\n\nIntermediate Coq File (useful for debugging if minimization did not go as far as you wanted)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-hint-rewrite-without-locality"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/stdpp/theories"" ""stdpp"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""option"" ""-native-compiler"" ""ondemand"") -*- *)",,,465.0,8.0,False,False,567.0,True,1486.0
ci-geocoq,14612,2021-07-07 22:08:10,2021-07-07 23:17:38,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/geocoq/Elements/OriginalProofs/lemma_sameside2.v (from ci-geocoq) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/geocoq"" ""GeoCoq"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/mathcomp"" ""mathcomp"" ""-top"" ""lemma_sameside2"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 218 lines to 86 lines, then from 131 lines to 168 lines, then from 170 lines to 100 lines, then from 146 lines to 187 lines, then from 189 lines to 112 lines, then from 157 lines to 219 lines, then from 221 lines to 112 lines, then from 154 lines to 191 lines, then from 193 lines to 111 lines, then from 153 lines to 193 lines, then from 195 lines to 122 lines, then from 163 lines to 374 lines, then from 376 lines to 137 lines, then from 176 lines to 252 lines, then from 254 lines to 137 lines, then from 173 lines to 237 lines, then from 241 lines to 137 lines, then from 172 lines to 244 lines, then from 248 lines to 137 lines, then from 168 lines to 270 lines, then from 271 lines to 137 lines, then from 165 lines to 213 lines, then from 215 lines to 137 lines, then from 163 lines to 201 lines, then from 203 lines to 137 lines, then from 162 lines to 203 lines, then from 206 lines to 148 lines, then from 169 lines to 226 lines, then from 228 lines to 148 lines, then from 168 lines to 205 lines, then from 208 lines to 160 lines, then from 180 lines to 220 lines, then from 222 lines to 172 lines, then from 190 lines to 256 lines, then from 258 lines to 172 lines, then from 189 lines to 223 lines, then from 227 lines to 172 lines, then from 188 lines to 343 lines, then from 344 lines to 252 lines, then from 265 lines to 325 lines, then from 325 lines to 281 lines, then from 294 lines to 347 lines, then from 351 lines to 290 lines, then from 302 lines to 506 lines, then from 510 lines to 368 lines, then from 372 lines to 368 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.12.0\n   coqtop version 8.15+alpha *)\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nRequire Coq.Logic.Classical.\n\nClass euclidean_neutral :=\n{\n  Point : Type;\n  Circle : Type;\n  Cong : Point -> Point -> Point -> Point -> Prop;",,,218.0,368.0,False,False,537.0,True,4168.0
